LayerDate,MonthlyMeanRainfall,LayerName,Year,Month,Fyear,Basin,Region,AnnualMeanRainfall,AnnualLtm,monthly_ltm,MonthlyMeanRainfallPercentileRank,AnnualMeanRainfallPercentileRank,AnnualAnomaly,MonthlyAnomaly,AnnualPercentageOfLtm,MonthlyPercentageOfLtm
1990-07-31T00:00:00Z,5,n3_rainfall.nc,1990,Jul,1991,Burdekin,Burdekin,885,629,19,47,81,256,-14,140.7,26.3
1990-07-31T00:00:00Z,26,n3_rainfall.nc,1990,Jul,1991,Haughton,Burdekin,1683,920,20,77,87,763,6,182.9,130
1990-07-31T00:00:00Z,24,n3_rainfall.nc,1990,Jul,1991,Black,Dry Tropics,2032,1397,23,77,81,635,1,145.5,104.3
1990-07-31T00:00:00Z,18,n3_rainfall.nc,1990,Jul,1991,Ross,Dry Tropics,1779,1051,19,73,81,728,-1,169.3,94.7
1990-07-31T00:00:00Z,13,n3_rainfall.nc,1990,Jul,1991,Don,Mackay Whitsunday Isaac,1951,829,12,70,97,1122,1,235.3,108.3
1990-07-31T00:00:00Z,28,n3_rainfall.nc,1990,Jul,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,32,63,94,1634,-4,202,87.5
1990-07-31T00:00:00Z,8,n3_rainfall.nc,1990,Jul,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,35,33,94,1752,-27,218.5,22.9
1990-07-31T00:00:00Z,4,n3_rainfall.nc,1990,Jul,1991,Plane,Mackay Whitsunday Isaac,3100,1506,32,17,97,1594,-28,205.8,12.5
1990-07-31T00:00:00Z,19,n3_rainfall.nc,1990,Jul,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,29,57,94,1357,-10,196.4,65.5
1990-07-31T00:00:00Z,20,n3_rainfall.nc,1990,Jul,1991,Barron,Wet Tropics,1756,1535,40,20,68,221,-20,114.4,50
1990-07-31T00:00:00Z,55,n3_rainfall.nc,1990,Jul,1991,Daintree,Wet Tropics,1991,2331,54,57,26,-340,1,85.4,101.9
1990-07-31T00:00:00Z,24,n3_rainfall.nc,1990,Jul,1991,Herbert,Wet Tropics,1703,1264,31,40,81,439,-7,134.7,77.4
1990-07-31T00:00:00Z,75,n3_rainfall.nc,1990,Jul,1991,Johnstone,Wet Tropics,3416,3040,111,33,78,376,-36,112.4,67.6
1990-07-31T00:00:00Z,29,n3_rainfall.nc,1990,Jul,1991,Mossman,Wet Tropics,1955,2075,42,37,39,-120,-13,94.2,69
1990-07-31T00:00:00Z,36,n3_rainfall.nc,1990,Jul,1991,Mulgrave,Wet Tropics,2905,2699,85,17,58,206,-49,107.6,42.4
1990-07-31T00:00:00Z,49,n3_rainfall.nc,1990,Jul,1991,Murray,Wet Tropics,2831,2268,65,43,78,563,-16,124.8,75.4
1990-07-31T00:00:00Z,79,n3_rainfall.nc,1990,Jul,1991,Russell,Wet Tropics,4026,3783,137,20,49,243,-58,106.4,57.7
1990-07-31T00:00:00Z,65,n3_rainfall.nc,1990,Jul,1991,Tully,Wet Tropics,3084,2646,95,37,78,438,-30,116.6,68.4
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Burdekin,Burdekin,885,629,14,0,81,256,-14,140.7,0
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Haughton,Burdekin,1683,920,20,0,87,763,-20,182.9,0
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Black,Dry Tropics,2032,1397,22,0,81,635,-22,145.5,0
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Ross,Dry Tropics,1779,1051,20,0,81,728,-20,169.3,0
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Don,Mackay Whitsunday Isaac,1951,829,17,0,97,1122,-17,235.3,0
1990-08-31T00:00:00Z,3,n3_rainfall.nc,1990,Aug,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,29,20,94,1634,-26,202,10.3
1990-08-31T00:00:00Z,2,n3_rainfall.nc,1990,Aug,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,36,13,94,1752,-34,218.5,5.6
1990-08-31T00:00:00Z,4,n3_rainfall.nc,1990,Aug,1991,Plane,Mackay Whitsunday Isaac,3100,1506,31,27,97,1594,-27,205.8,12.9
1990-08-31T00:00:00Z,5,n3_rainfall.nc,1990,Aug,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,23,27,94,1357,-18,196.4,21.7
1990-08-31T00:00:00Z,1,n3_rainfall.nc,1990,Aug,1991,Barron,Wet Tropics,1756,1535,25,0,68,221,-24,114.4,4
1990-08-31T00:00:00Z,1,n3_rainfall.nc,1990,Aug,1991,Daintree,Wet Tropics,1991,2331,42,0,26,-340,-41,85.4,2.4
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Herbert,Wet Tropics,1703,1264,22,0,81,439,-22,134.7,0
1990-08-31T00:00:00Z,5,n3_rainfall.nc,1990,Aug,1991,Johnstone,Wet Tropics,3416,3040,78,3,78,376,-73,112.4,6.4
1990-08-31T00:00:00Z,0,n3_rainfall.nc,1990,Aug,1991,Mossman,Wet Tropics,1955,2075,33,0,39,-120,-33,94.2,0
1990-08-31T00:00:00Z,1,n3_rainfall.nc,1990,Aug,1991,Mulgrave,Wet Tropics,2905,2699,57,0,58,206,-56,107.6,1.8
1990-08-31T00:00:00Z,1,n3_rainfall.nc,1990,Aug,1991,Murray,Wet Tropics,2831,2268,45,3,78,563,-44,124.8,2.2
1990-08-31T00:00:00Z,3,n3_rainfall.nc,1990,Aug,1991,Russell,Wet Tropics,4026,3783,99,0,49,243,-96,106.4,3
1990-08-31T00:00:00Z,4,n3_rainfall.nc,1990,Aug,1991,Tully,Wet Tropics,3084,2646,68,3,78,438,-64,116.6,5.9
1990-09-30T00:00:00Z,1,n3_rainfall.nc,1990,Sep,1991,Burdekin,Burdekin,885,629,12,23,81,256,-11,140.7,8.3
1990-09-30T00:00:00Z,1,n3_rainfall.nc,1990,Sep,1991,Haughton,Burdekin,1683,920,13,27,87,763,-12,182.9,7.7
1990-09-30T00:00:00Z,2,n3_rainfall.nc,1990,Sep,1991,Black,Dry Tropics,2032,1397,19,20,81,635,-17,145.5,10.5
1990-09-30T00:00:00Z,3,n3_rainfall.nc,1990,Sep,1991,Ross,Dry Tropics,1779,1051,11,50,81,728,-8,169.3,27.3
1990-09-30T00:00:00Z,0,n3_rainfall.nc,1990,Sep,1991,Don,Mackay Whitsunday Isaac,1951,829,13,0,97,1122,-13,235.3,0
1990-09-30T00:00:00Z,6,n3_rainfall.nc,1990,Sep,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,26,33,94,1634,-20,202,23.1
1990-09-30T00:00:00Z,17,n3_rainfall.nc,1990,Sep,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,26,57,94,1752,-9,218.5,65.4
1990-09-30T00:00:00Z,12,n3_rainfall.nc,1990,Sep,1991,Plane,Mackay Whitsunday Isaac,3100,1506,29,47,97,1594,-17,205.8,41.4
1990-09-30T00:00:00Z,2,n3_rainfall.nc,1990,Sep,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,23,17,94,1357,-21,196.4,8.7
1990-09-30T00:00:00Z,60,n3_rainfall.nc,1990,Sep,1991,Barron,Wet Tropics,1756,1535,26,97,68,221,34,114.4,230.8
1990-09-30T00:00:00Z,50,n3_rainfall.nc,1990,Sep,1991,Daintree,Wet Tropics,1991,2331,36,73,26,-340,14,85.4,138.9
1990-09-30T00:00:00Z,21,n3_rainfall.nc,1990,Sep,1991,Herbert,Wet Tropics,1703,1264,23,63,81,439,-2,134.7,91.3
1990-09-30T00:00:00Z,165,n3_rainfall.nc,1990,Sep,1991,Johnstone,Wet Tropics,3416,3040,68,90,78,376,97,112.4,242.6
1990-09-30T00:00:00Z,39,n3_rainfall.nc,1990,Sep,1991,Mossman,Wet Tropics,1955,2075,33,70,39,-120,6,94.2,118.2
1990-09-30T00:00:00Z,139,n3_rainfall.nc,1990,Sep,1991,Mulgrave,Wet Tropics,2905,2699,56,87,58,206,83,107.6,248.2
1990-09-30T00:00:00Z,58,n3_rainfall.nc,1990,Sep,1991,Murray,Wet Tropics,2831,2268,53,73,78,563,5,124.8,109.4
1990-09-30T00:00:00Z,204,n3_rainfall.nc,1990,Sep,1991,Russell,Wet Tropics,4026,3783,89,90,49,243,115,106.4,229.2
1990-09-30T00:00:00Z,111,n3_rainfall.nc,1990,Sep,1991,Tully,Wet Tropics,3084,2646,57,87,78,438,54,116.6,194.7
1990-10-31T00:00:00Z,11,n3_rainfall.nc,1990,Oct,1991,Burdekin,Burdekin,885,629,24,27,81,256,-13,140.7,45.8
1990-10-31T00:00:00Z,27,n3_rainfall.nc,1990,Oct,1991,Haughton,Burdekin,1683,920,25,80,87,763,2,182.9,108
1990-10-31T00:00:00Z,18,n3_rainfall.nc,1990,Oct,1991,Black,Dry Tropics,2032,1397,34,43,81,635,-16,145.5,52.9
1990-10-31T00:00:00Z,24,n3_rainfall.nc,1990,Oct,1991,Ross,Dry Tropics,1779,1051,26,63,81,728,-2,169.3,92.3
1990-10-31T00:00:00Z,7,n3_rainfall.nc,1990,Oct,1991,Don,Mackay Whitsunday Isaac,1951,829,21,43,97,1122,-14,235.3,33.3
1990-10-31T00:00:00Z,28,n3_rainfall.nc,1990,Oct,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,40,47,94,1634,-12,202,70
1990-10-31T00:00:00Z,16,n3_rainfall.nc,1990,Oct,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,42,27,94,1752,-26,218.5,38.1
1990-10-31T00:00:00Z,12,n3_rainfall.nc,1990,Oct,1991,Plane,Mackay Whitsunday Isaac,3100,1506,40,20,97,1594,-28,205.8,30
1990-10-31T00:00:00Z,16,n3_rainfall.nc,1990,Oct,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,31,47,94,1357,-15,196.4,51.6
1990-10-31T00:00:00Z,16,n3_rainfall.nc,1990,Oct,1991,Barron,Wet Tropics,1756,1535,45,13,68,221,-29,114.4,35.6
1990-10-31T00:00:00Z,7,n3_rainfall.nc,1990,Oct,1991,Daintree,Wet Tropics,1991,2331,69,7,26,-340,-62,85.4,10.1
1990-10-31T00:00:00Z,5,n3_rainfall.nc,1990,Oct,1991,Herbert,Wet Tropics,1703,1264,38,7,81,439,-33,134.7,13.2
1990-10-31T00:00:00Z,22,n3_rainfall.nc,1990,Oct,1991,Johnstone,Wet Tropics,3416,3040,102,10,78,376,-80,112.4,21.6
1990-10-31T00:00:00Z,10,n3_rainfall.nc,1990,Oct,1991,Mossman,Wet Tropics,1955,2075,70,7,39,-120,-60,94.2,14.3
1990-10-31T00:00:00Z,23,n3_rainfall.nc,1990,Oct,1991,Mulgrave,Wet Tropics,2905,2699,100,7,58,206,-77,107.6,23
1990-10-31T00:00:00Z,8,n3_rainfall.nc,1990,Oct,1991,Murray,Wet Tropics,2831,2268,69,10,78,563,-61,124.8,11.6
1990-10-31T00:00:00Z,42,n3_rainfall.nc,1990,Oct,1991,Russell,Wet Tropics,4026,3783,142,10,49,243,-100,106.4,29.6
1990-10-31T00:00:00Z,7,n3_rainfall.nc,1990,Oct,1991,Tully,Wet Tropics,3084,2646,86,7,78,438,-79,116.6,8.1
1990-11-30T00:00:00Z,7,n3_rainfall.nc,1990,Nov,1991,Burdekin,Burdekin,885,629,52,7,81,256,-45,140.7,13.5
1990-11-30T00:00:00Z,2,n3_rainfall.nc,1990,Nov,1991,Haughton,Burdekin,1683,920,46,3,87,763,-44,182.9,4.3
1990-11-30T00:00:00Z,3,n3_rainfall.nc,1990,Nov,1991,Black,Dry Tropics,2032,1397,85,3,81,635,-82,145.5,3.5
1990-11-30T00:00:00Z,1,n3_rainfall.nc,1990,Nov,1991,Ross,Dry Tropics,1779,1051,52,0,81,728,-51,169.3,1.9
1990-11-30T00:00:00Z,3,n3_rainfall.nc,1990,Nov,1991,Don,Mackay Whitsunday Isaac,1951,829,33,7,97,1122,-30,235.3,9.1
1990-11-30T00:00:00Z,4,n3_rainfall.nc,1990,Nov,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,89,0,94,1634,-85,202,4.5
1990-11-30T00:00:00Z,8,n3_rainfall.nc,1990,Nov,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,85,3,94,1752,-77,218.5,9.4
1990-11-30T00:00:00Z,3,n3_rainfall.nc,1990,Nov,1991,Plane,Mackay Whitsunday Isaac,3100,1506,100,0,97,1594,-97,205.8,3
1990-11-30T00:00:00Z,3,n3_rainfall.nc,1990,Nov,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,61,0,94,1357,-58,196.4,4.9
1990-11-30T00:00:00Z,7,n3_rainfall.nc,1990,Nov,1991,Barron,Wet Tropics,1756,1535,67,3,68,221,-60,114.4,10.4
1990-11-30T00:00:00Z,7,n3_rainfall.nc,1990,Nov,1991,Daintree,Wet Tropics,1991,2331,99,3,26,-340,-92,85.4,7.1
1990-11-30T00:00:00Z,4,n3_rainfall.nc,1990,Nov,1991,Herbert,Wet Tropics,1703,1264,70,3,81,439,-66,134.7,5.7
1990-11-30T00:00:00Z,15,n3_rainfall.nc,1990,Nov,1991,Johnstone,Wet Tropics,3416,3040,135,3,78,376,-120,112.4,11.1
1990-11-30T00:00:00Z,7,n3_rainfall.nc,1990,Nov,1991,Mossman,Wet Tropics,1955,2075,90,3,39,-120,-83,94.2,7.8
1990-11-30T00:00:00Z,8,n3_rainfall.nc,1990,Nov,1991,Mulgrave,Wet Tropics,2905,2699,115,3,58,206,-107,107.6,7
1990-11-30T00:00:00Z,7,n3_rainfall.nc,1990,Nov,1991,Murray,Wet Tropics,2831,2268,116,3,78,563,-109,124.8,6
1990-11-30T00:00:00Z,15,n3_rainfall.nc,1990,Nov,1991,Russell,Wet Tropics,4026,3783,165,3,49,243,-150,106.4,9.1
1990-11-30T00:00:00Z,11,n3_rainfall.nc,1990,Nov,1991,Tully,Wet Tropics,3084,2646,118,7,78,438,-107,116.6,9.3
1990-12-31T00:00:00Z,158,n3_rainfall.nc,1990,Dec,1991,Burdekin,Burdekin,885,629,83,90,81,256,75,140.7,190.4
1990-12-31T00:00:00Z,350,n3_rainfall.nc,1990,Dec,1991,Haughton,Burdekin,1683,920,97,97,87,763,253,182.9,360.8
1990-12-31T00:00:00Z,332,n3_rainfall.nc,1990,Dec,1991,Black,Dry Tropics,2032,1397,137,90,81,635,195,145.5,242.3
1990-12-31T00:00:00Z,389,n3_rainfall.nc,1990,Dec,1991,Ross,Dry Tropics,1779,1051,113,97,81,728,276,169.3,344.2
1990-12-31T00:00:00Z,668,n3_rainfall.nc,1990,Dec,1991,Don,Mackay Whitsunday Isaac,1951,829,114,100,97,1122,554,235.3,586
1990-12-31T00:00:00Z,1178,n3_rainfall.nc,1990,Dec,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,211,100,94,1634,967,202,558.3
1990-12-31T00:00:00Z,1113,n3_rainfall.nc,1990,Dec,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,197,100,94,1752,916,218.5,565
1990-12-31T00:00:00Z,1120,n3_rainfall.nc,1990,Dec,1991,Plane,Mackay Whitsunday Isaac,3100,1506,195,100,97,1594,925,205.8,574.4
1990-12-31T00:00:00Z,956,n3_rainfall.nc,1990,Dec,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,162,100,94,1357,794,196.4,590.1
1990-12-31T00:00:00Z,274,n3_rainfall.nc,1990,Dec,1991,Barron,Wet Tropics,1756,1535,163,80,68,221,111,114.4,168.1
1990-12-31T00:00:00Z,214,n3_rainfall.nc,1990,Dec,1991,Daintree,Wet Tropics,1991,2331,251,53,26,-340,-37,85.4,85.3
1990-12-31T00:00:00Z,162,n3_rainfall.nc,1990,Dec,1991,Herbert,Wet Tropics,1703,1264,131,73,81,439,31,134.7,123.7
1990-12-31T00:00:00Z,418,n3_rainfall.nc,1990,Dec,1991,Johnstone,Wet Tropics,3416,3040,257,87,78,376,161,112.4,162.6
1990-12-31T00:00:00Z,161,n3_rainfall.nc,1990,Dec,1991,Mossman,Wet Tropics,1955,2075,230,53,39,-120,-69,94.2,70
1990-12-31T00:00:00Z,482,n3_rainfall.nc,1990,Dec,1991,Mulgrave,Wet Tropics,2905,2699,247,87,58,206,235,107.6,195.1
1990-12-31T00:00:00Z,215,n3_rainfall.nc,1990,Dec,1991,Murray,Wet Tropics,2831,2268,200,63,78,563,15,124.8,107.5
1990-12-31T00:00:00Z,588,n3_rainfall.nc,1990,Dec,1991,Russell,Wet Tropics,4026,3783,330,83,49,243,258,106.4,178.2
1990-12-31T00:00:00Z,308,n3_rainfall.nc,1990,Dec,1991,Tully,Wet Tropics,3084,2646,217,80,78,438,91,116.6,141.9
1991-01-31T00:00:00Z,337,n3_rainfall.nc,1991,Jan,1991,Burdekin,Burdekin,885,629,139,100,81,256,198,140.7,242.4
1991-01-31T00:00:00Z,614,n3_rainfall.nc,1991,Jan,1991,Haughton,Burdekin,1683,920,238,100,87,763,376,182.9,258
1991-01-31T00:00:00Z,663,n3_rainfall.nc,1991,Jan,1991,Black,Dry Tropics,2032,1397,313,93,81,635,350,145.5,211.8
1991-01-31T00:00:00Z,587,n3_rainfall.nc,1991,Jan,1991,Ross,Dry Tropics,1779,1051,266,90,81,728,321,169.3,220.7
1991-01-31T00:00:00Z,560,n3_rainfall.nc,1991,Jan,1991,Don,Mackay Whitsunday Isaac,1951,829,201,100,97,1122,359,235.3,278.6
1991-01-31T00:00:00Z,914,n3_rainfall.nc,1991,Jan,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,335,100,94,1634,579,202,272.8
1991-01-31T00:00:00Z,952,n3_rainfall.nc,1991,Jan,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,289,100,94,1752,663,218.5,329.4
1991-01-31T00:00:00Z,991,n3_rainfall.nc,1991,Jan,1991,Plane,Mackay Whitsunday Isaac,3100,1506,301,100,97,1594,690,205.8,329.2
1991-01-31T00:00:00Z,813,n3_rainfall.nc,1991,Jan,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,301,100,94,1357,512,196.4,270.1
1991-01-31T00:00:00Z,625,n3_rainfall.nc,1991,Jan,1991,Barron,Wet Tropics,1756,1535,299,100,68,221,326,114.4,209
1991-01-31T00:00:00Z,711,n3_rainfall.nc,1991,Jan,1991,Daintree,Wet Tropics,1991,2331,424,93,26,-340,287,85.4,167.7
1991-01-31T00:00:00Z,709,n3_rainfall.nc,1991,Jan,1991,Herbert,Wet Tropics,1703,1264,251,100,81,439,458,134.7,282.5
1991-01-31T00:00:00Z,979,n3_rainfall.nc,1991,Jan,1991,Johnstone,Wet Tropics,3416,3040,478,100,78,376,501,112.4,204.8
1991-01-31T00:00:00Z,889,n3_rainfall.nc,1991,Jan,1991,Mossman,Wet Tropics,1955,2075,392,100,39,-120,497,94.2,226.8
1991-01-31T00:00:00Z,845,n3_rainfall.nc,1991,Jan,1991,Mulgrave,Wet Tropics,2905,2699,455,93,58,206,390,107.6,185.7
1991-01-31T00:00:00Z,989,n3_rainfall.nc,1991,Jan,1991,Murray,Wet Tropics,2831,2268,400,97,78,563,589,124.8,247.2
1991-01-31T00:00:00Z,1013,n3_rainfall.nc,1991,Jan,1991,Russell,Wet Tropics,4026,3783,573,93,49,243,440,106.4,176.8
1991-01-31T00:00:00Z,928,n3_rainfall.nc,1991,Jan,1991,Tully,Wet Tropics,3084,2646,420,100,78,438,508,116.6,221
1991-02-28T00:00:00Z,327,n3_rainfall.nc,1991,Feb,1991,Burdekin,Burdekin,885,629,143,100,81,256,184,140.7,228.7
1991-02-28T00:00:00Z,608,n3_rainfall.nc,1991,Feb,1991,Haughton,Burdekin,1683,920,252,90,87,763,356,182.9,241.3
1991-02-28T00:00:00Z,895,n3_rainfall.nc,1991,Feb,1991,Black,Dry Tropics,2032,1397,407,90,81,635,488,145.5,219.9
1991-02-28T00:00:00Z,711,n3_rainfall.nc,1991,Feb,1991,Ross,Dry Tropics,1779,1051,301,87,81,728,410,169.3,236.2
1991-02-28T00:00:00Z,655,n3_rainfall.nc,1991,Feb,1991,Don,Mackay Whitsunday Isaac,1951,829,220,100,97,1122,435,235.3,297.7
1991-02-28T00:00:00Z,906,n3_rainfall.nc,1991,Feb,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,380,97,94,1634,526,202,238.4
1991-02-28T00:00:00Z,932,n3_rainfall.nc,1991,Feb,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,334,100,94,1752,598,218.5,279
1991-02-28T00:00:00Z,802,n3_rainfall.nc,1991,Feb,1991,Plane,Mackay Whitsunday Isaac,3100,1506,335,97,97,1594,467,205.8,239.4
1991-02-28T00:00:00Z,796,n3_rainfall.nc,1991,Feb,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,340,93,94,1357,456,196.4,234.1
1991-02-28T00:00:00Z,540,n3_rainfall.nc,1991,Feb,1991,Barron,Wet Tropics,1756,1535,346,87,68,221,194,114.4,156.1
1991-02-28T00:00:00Z,606,n3_rainfall.nc,1991,Feb,1991,Daintree,Wet Tropics,1991,2331,463,73,26,-340,143,85.4,130.9
1991-02-28T00:00:00Z,591,n3_rainfall.nc,1991,Feb,1991,Herbert,Wet Tropics,1703,1264,302,90,81,439,289,134.7,195.7
1991-02-28T00:00:00Z,1007,n3_rainfall.nc,1991,Feb,1991,Johnstone,Wet Tropics,3416,3040,562,93,78,376,445,112.4,179.2
1991-02-28T00:00:00Z,564,n3_rainfall.nc,1991,Feb,1991,Mossman,Wet Tropics,1955,2075,449,73,39,-120,115,94.2,125.6
1991-02-28T00:00:00Z,866,n3_rainfall.nc,1991,Feb,1991,Mulgrave,Wet Tropics,2905,2699,543,80,58,206,323,107.6,159.5
1991-02-28T00:00:00Z,1059,n3_rainfall.nc,1991,Feb,1991,Murray,Wet Tropics,2831,2268,509,93,78,563,550,124.8,208.1
1991-02-28T00:00:00Z,1191,n3_rainfall.nc,1991,Feb,1991,Russell,Wet Tropics,4026,3783,673,93,49,243,518,106.4,177
1991-02-28T00:00:00Z,970,n3_rainfall.nc,1991,Feb,1991,Tully,Wet Tropics,3084,2646,513,97,78,438,457,116.6,189.1
1991-03-31T00:00:00Z,9,n3_rainfall.nc,1991,Mar,1991,Burdekin,Burdekin,885,629,71,3,81,256,-62,140.7,12.7
1991-03-31T00:00:00Z,8,n3_rainfall.nc,1991,Mar,1991,Haughton,Burdekin,1683,920,108,0,87,763,-100,182.9,7.4
1991-03-31T00:00:00Z,27,n3_rainfall.nc,1991,Mar,1991,Black,Dry Tropics,2032,1397,218,0,81,635,-191,145.5,12.4
1991-03-31T00:00:00Z,10,n3_rainfall.nc,1991,Mar,1991,Ross,Dry Tropics,1779,1051,137,3,81,728,-127,169.3,7.3
1991-03-31T00:00:00Z,13,n3_rainfall.nc,1991,Mar,1991,Don,Mackay Whitsunday Isaac,1951,829,104,10,97,1122,-91,235.3,12.5
1991-03-31T00:00:00Z,34,n3_rainfall.nc,1991,Mar,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,240,3,94,1634,-206,202,14.2
1991-03-31T00:00:00Z,40,n3_rainfall.nc,1991,Mar,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,219,13,94,1752,-179,218.5,18.3
1991-03-31T00:00:00Z,23,n3_rainfall.nc,1991,Mar,1991,Plane,Mackay Whitsunday Isaac,3100,1506,241,0,97,1594,-218,205.8,9.5
1991-03-31T00:00:00Z,40,n3_rainfall.nc,1991,Mar,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,226,7,94,1357,-186,196.4,17.7
1991-03-31T00:00:00Z,48,n3_rainfall.nc,1991,Mar,1991,Barron,Wet Tropics,1756,1535,288,3,68,221,-240,114.4,16.7
1991-03-31T00:00:00Z,46,n3_rainfall.nc,1991,Mar,1991,Daintree,Wet Tropics,1991,2331,477,0,26,-340,-431,85.4,9.6
1991-03-31T00:00:00Z,26,n3_rainfall.nc,1991,Mar,1991,Herbert,Wet Tropics,1703,1264,208,0,81,439,-182,134.7,12.5
1991-03-31T00:00:00Z,110,n3_rainfall.nc,1991,Mar,1991,Johnstone,Wet Tropics,3416,3040,543,3,78,376,-433,112.4,20.3
1991-03-31T00:00:00Z,34,n3_rainfall.nc,1991,Mar,1991,Mossman,Wet Tropics,1955,2075,409,0,39,-120,-375,94.2,8.3
1991-03-31T00:00:00Z,99,n3_rainfall.nc,1991,Mar,1991,Mulgrave,Wet Tropics,2905,2699,498,3,58,206,-399,107.6,19.9
1991-03-31T00:00:00Z,62,n3_rainfall.nc,1991,Mar,1991,Murray,Wet Tropics,2831,2268,399,0,78,563,-337,124.8,15.5
1991-03-31T00:00:00Z,145,n3_rainfall.nc,1991,Mar,1991,Russell,Wet Tropics,4026,3783,673,3,49,243,-528,106.4,21.5
1991-03-31T00:00:00Z,89,n3_rainfall.nc,1991,Mar,1991,Tully,Wet Tropics,3084,2646,468,3,78,438,-379,116.6,19
1991-04-30T00:00:00Z,7,n3_rainfall.nc,1991,Apr,1991,Burdekin,Burdekin,885,629,29,27,81,256,-22,140.7,24.1
1991-04-30T00:00:00Z,9,n3_rainfall.nc,1991,Apr,1991,Haughton,Burdekin,1683,920,45,30,87,763,-36,182.9,20
1991-04-30T00:00:00Z,28,n3_rainfall.nc,1991,Apr,1991,Black,Dry Tropics,2032,1397,76,30,81,635,-48,145.5,36.8
1991-04-30T00:00:00Z,6,n3_rainfall.nc,1991,Apr,1991,Ross,Dry Tropics,1779,1051,53,17,81,728,-47,169.3,11.3
1991-04-30T00:00:00Z,8,n3_rainfall.nc,1991,Apr,1991,Don,Mackay Whitsunday Isaac,1951,829,40,17,97,1122,-32,235.3,20
1991-04-30T00:00:00Z,38,n3_rainfall.nc,1991,Apr,1991,O'Connell,Mackay Whitsunday Isaac,3236,1602,106,10,94,1634,-68,202,35.8
1991-04-30T00:00:00Z,30,n3_rainfall.nc,1991,Apr,1991,Pioneer,Mackay Whitsunday Isaac,3231,1479,96,7,94,1752,-66,218.5,31.2
1991-04-30T00:00:00Z,31,n3_rainfall.nc,1991,Apr,1991,Plane,Mackay Whitsunday Isaac,3100,1506,95,7,97,1594,-64,205.8,32.6
1991-04-30T00:00:00Z,42,n3_rainfall.nc,1991,Apr,1991,Proserpine,Mackay Whitsunday Isaac,2765,1408,104,17,94,1357,-62,196.4,40.4
1991-04-30T00:00:00Z,68,n3_rainfall.nc,1991,Apr,1991,Barron,Wet Tropics,1756,1535,124,23,68,221,-56,114.4,54.8
1991-04-30T00:00:00Z,168,n3_rainfall.nc,1991,Apr,1991,Daintree,Wet Tropics,1991,2331,239,40,26,-340,-71,85.4,70.3
1991-04-30T00:00:00Z,75,n3_rainfall.nc,1991,Apr,1991,Herbert,Wet Tropics,1703,1264,94,40,81,439,-19,134.7,79.8
1991-04-30T00:00:00Z,338,n3_rainfall.nc,1991,Apr,1991,Johnstone,Wet Tropics,3416,3040,342,50,78,376,-4,112.4,98.8
1991-04-30T00:00:00Z,97,n3_rainfall.nc,1991,Apr,1991,Mossman,Wet Tropics,1955,2075,177,27,39,-120,-80,94.2,54.8
1991-04-30T00:00:00Z,200,n3_rainfall.nc,1991,Apr,1991,Mulgrave,Wet Tropics,2905,2699,288,33,58,206,-88,107.6,69.4
1991-04-30T00:00:00Z,206,n3_rainfall.nc,1991,Apr,1991,Murray,Wet Tropics,2831,2268,216,60,78,563,-10,124.8,95.4
1991-04-30T00:00:00Z,418,n3_rainfall.nc,1991,Apr,1991,Russell,Wet Tropics,4026,3783,439,57,49,243,-21,106.4,95.2
