LayerDate,MonthlyMeanTemperature,LayerName,Year,Month,Fyear,Basin,Region,AnnualMeanTemperature,AnnualLtm,MonthlyLtm,MonthlyMeanTemperaturePercentileRank,AnnualMeanTemperaturePercentileRank,AnnualAnomaly,MonthlyAnomaly,AnnualPercentageOfLtm,MonthlyPercentageOfLtm
1916-07-31,20,mean,1916,Jul,1917,Daintree,Wet Tropics,23.2,22.9,18.8,80,87.3,0.3,1.2,101.3,106.4
1916-07-31,18,mean,1916,Jul,1917,Herbert,Wet Tropics,21,21.2,16.2,93.3,16.2,-0.2,1.8,99.1,111.1
1916-07-31,19,mean,1916,Jul,1917,Johnstone,Wet Tropics,21.8,21.8,17.3,90,45.3,0,1.7,100,109.8
1916-07-31,20,mean,1916,Jul,1917,Mossman,Wet Tropics,23.1,22.8,18.9,76.7,77.6,0.3,1.1,101.3,105.8
1916-07-31,20,mean,1916,Jul,1917,Mulgrave,Wet Tropics,23,23,18.9,73.3,45.3,0,1.1,100,105.8
1916-07-31,19,mean,1916,Jul,1917,Murray,Wet Tropics,21.9,22.3,17.5,86.7,3.2,-0.4,1.5,98.2,108.6
1916-07-31,20,mean,1916,Jul,1917,Russell,Wet Tropics,22.9,22.9,18.8,76.7,51.8,0,1.2,100,106.4
1916-07-31,19,mean,1916,Jul,1917,Tully,Wet Tropics,21.8,21.7,17,93.3,55,0.1,2,100.5,111.8
1916-08-31,17,mean,1916,Aug,1917,Burdekin,Burdekin,21.2,22.4,17.2,20,0,-1.2,-0.2,94.6,98.8
1916-08-31,20,mean,1916,Aug,1917,Haughton,Burdekin,22.8,23.4,19,70,0,-0.6,1,97.4,105.3
1916-08-31,19,mean,1916,Aug,1917,Black,Dry Tropics,22.3,23,18.6,46.7,0,-0.7,0.4,97,102.2
1916-08-31,20,mean,1916,Aug,1917,Ross,Dry Tropics,23,23.7,19.5,53.3,0,-0.7,0.5,97,102.6
1916-08-31,19,mean,1916,Aug,1917,Don,Mackay Whitsunday Isaac,22.4,23,18.5,50,3.2,-0.6,0.5,97.4,102.7
1916-08-31,18,mean,1916,Aug,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,17.5,50,0,-0.6,0.5,97.3,102.9
1916-08-31,16,mean,1916,Aug,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,16.6,6.7,0,-0.7,-0.6,96.8,96.4
1916-08-31,17,mean,1916,Aug,1917,Plane,Mackay Whitsunday Isaac,22,22.6,17.8,6.7,0,-0.6,-0.8,97.3,95.5
1916-08-31,19,mean,1916,Aug,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,18.5,50,0,-0.5,0.5,97.8,102.7
1916-08-31,19,mean,1916,Aug,1917,Barron,Wet Tropics,21.9,21.6,18,70,80.9,0.3,1,101.4,105.6
1916-08-31,21,mean,1916,Aug,1917,Daintree,Wet Tropics,23.2,22.9,19.4,86.7,87.3,0.3,1.6,101.3,108.2
1916-08-31,18,mean,1916,Aug,1917,Herbert,Wet Tropics,21,21.2,17.1,66.7,16.2,-0.2,0.9,99.1,105.3
1916-08-31,19,mean,1916,Aug,1917,Johnstone,Wet Tropics,21.8,21.8,18.1,66.7,45.3,0,0.9,100,105
1916-08-31,21,mean,1916,Aug,1917,Mossman,Wet Tropics,23.1,22.8,19.5,83.3,77.6,0.3,1.5,101.3,107.7
1916-08-31,21,mean,1916,Aug,1917,Mulgrave,Wet Tropics,23,23,19.5,83.3,45.3,0,1.5,100,107.7
1916-08-31,19,mean,1916,Aug,1917,Murray,Wet Tropics,21.9,22.3,18.3,56.7,3.2,-0.4,0.7,98.2,103.8
1916-08-31,21,mean,1916,Aug,1917,Russell,Wet Tropics,22.9,22.9,19.4,83.3,51.8,0,1.6,100,108.2
1916-08-31,19,mean,1916,Aug,1917,Tully,Wet Tropics,21.8,21.7,17.7,80,55,0.1,1.3,100.5,107.3
1916-09-30,20,mean,1916,Sep,1917,Burdekin,Burdekin,21.2,22.4,20.5,13.3,0,-1.2,-0.5,94.6,97.6
1916-09-30,21,mean,1916,Sep,1917,Haughton,Burdekin,22.8,23.4,21.5,6.7,0,-0.6,-0.5,97.4,97.7
1916-09-30,21,mean,1916,Sep,1917,Black,Dry Tropics,22.3,23,21,30,0,-0.7,0,97,100
1916-09-30,22,mean,1916,Sep,1917,Ross,Dry Tropics,23,23.7,21.9,33.3,0,-0.7,0.1,97,100.5
1916-09-30,21,mean,1916,Sep,1917,Don,Mackay Whitsunday Isaac,22.4,23,20.9,36.7,3.2,-0.6,0.1,97.4,100.5
1916-09-30,20,mean,1916,Sep,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,20.5,6.7,0,-0.6,-0.5,97.3,97.6
1916-09-30,20,mean,1916,Sep,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,19.9,33.3,0,-0.7,0.1,96.8,100.5
1916-09-30,21,mean,1916,Sep,1917,Plane,Mackay Whitsunday Isaac,22,22.6,20.8,36.7,0,-0.6,0.2,97.3,101
1916-09-30,21,mean,1916,Sep,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,21.1,33.3,0,-0.5,-0.1,97.8,99.5
1916-09-30,20,mean,1916,Sep,1917,Barron,Wet Tropics,21.9,21.6,19.9,40,80.9,0.3,0.1,101.4,100.5
1916-09-30,22,mean,1916,Sep,1917,Daintree,Wet Tropics,23.2,22.9,21.4,53.3,87.3,0.3,0.6,101.3,102.8
1916-09-30,19,mean,1916,Sep,1917,Herbert,Wet Tropics,21,21.2,19.5,20,16.2,-0.2,-0.5,99.1,97.4
1916-09-30,20,mean,1916,Sep,1917,Johnstone,Wet Tropics,21.8,21.8,19.9,36.7,45.3,0,0.1,100,100.5
1916-09-30,21,mean,1916,Sep,1917,Mossman,Wet Tropics,23.1,22.8,21.3,23.3,77.6,0.3,-0.3,101.3,98.6
1916-09-30,21,mean,1916,Sep,1917,Mulgrave,Wet Tropics,23,23,21.3,20,45.3,0,-0.3,100,98.6
1916-09-30,20,mean,1916,Sep,1917,Murray,Wet Tropics,21.9,22.3,20.4,23.3,3.2,-0.4,-0.4,98.2,98
1916-09-30,21,mean,1916,Sep,1917,Russell,Wet Tropics,22.9,22.9,21.2,30,51.8,0,-0.2,100,99.1
1916-09-30,20,mean,1916,Sep,1917,Tully,Wet Tropics,21.8,21.7,19.9,40,55,0.1,0.1,100.5,100.5
1916-10-31,24,mean,1916,Oct,1917,Burdekin,Burdekin,21.2,22.4,23.8,36.7,0,-1.2,0.2,94.6,100.8
1916-10-31,25,mean,1916,Oct,1917,Haughton,Burdekin,22.8,23.4,24.1,76.7,0,-0.6,0.9,97.4,103.7
1916-10-31,24,mean,1916,Oct,1917,Black,Dry Tropics,22.3,23,23.6,43.3,0,-0.7,0.4,97,101.7
1916-10-31,25,mean,1916,Oct,1917,Ross,Dry Tropics,23,23.7,24.5,56.7,0,-0.7,0.5,97,102
1916-10-31,24,mean,1916,Oct,1917,Don,Mackay Whitsunday Isaac,22.4,23,23.9,23.3,3.2,-0.6,0.1,97.4,100.4
1916-10-31,24,mean,1916,Oct,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,23.4,56.7,0,-0.6,0.6,97.3,102.6
1916-10-31,23,mean,1916,Oct,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,22.7,43.3,0,-0.7,0.3,96.8,101.3
1916-10-31,23,mean,1916,Oct,1917,Plane,Mackay Whitsunday Isaac,22,22.6,23.4,13.3,0,-0.6,-0.4,97.3,98.3
1916-10-31,24,mean,1916,Oct,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,23.9,23.3,0,-0.5,0.1,97.8,100.4
1916-10-31,23,mean,1916,Oct,1917,Barron,Wet Tropics,21.9,21.6,22.3,63.3,80.9,0.3,0.7,101.4,103.1
1916-10-31,25,mean,1916,Oct,1917,Daintree,Wet Tropics,23.2,22.9,23.3,93.3,87.3,0.3,1.7,101.3,107.3
1916-10-31,23,mean,1916,Oct,1917,Herbert,Wet Tropics,21,21.2,22.1,76.7,16.2,-0.2,0.9,99.1,104.1
1916-10-31,23,mean,1916,Oct,1917,Johnstone,Wet Tropics,21.8,21.8,22.2,70,45.3,0,0.8,100,103.6
1916-10-31,25,mean,1916,Oct,1917,Mossman,Wet Tropics,23.1,22.8,23.4,93.3,77.6,0.3,1.6,101.3,106.8
1916-10-31,24,mean,1916,Oct,1917,Mulgrave,Wet Tropics,23,23,23.4,56.7,45.3,0,0.6,100,102.6
1916-10-31,23,mean,1916,Oct,1917,Murray,Wet Tropics,21.9,22.3,22.8,30,3.2,-0.4,0.2,98.2,100.9
1916-10-31,24,mean,1916,Oct,1917,Russell,Wet Tropics,22.9,22.9,23.2,70,51.8,0,0.8,100,103.4
1916-10-31,23,mean,1916,Oct,1917,Tully,Wet Tropics,21.8,21.7,22.3,63.3,55,0.1,0.7,100.5,103.1
1916-11-30,24,mean,1916,Nov,1917,Burdekin,Burdekin,21.2,22.4,26.1,0,0,-1.2,-2.1,94.6,92
1916-11-30,25,mean,1916,Nov,1917,Haughton,Burdekin,22.8,23.4,26,0,0,-0.6,-1,97.4,96.2
1916-11-30,24,mean,1916,Nov,1917,Black,Dry Tropics,22.3,23,25.4,0,0,-0.7,-1.4,97,94.5
1916-11-30,25,mean,1916,Nov,1917,Ross,Dry Tropics,23,23.7,26.1,0,0,-0.7,-1.1,97,95.8
1916-11-30,25,mean,1916,Nov,1917,Don,Mackay Whitsunday Isaac,22.4,23,25.7,0,3.2,-0.6,-0.7,97.4,97.3
1916-11-30,24,mean,1916,Nov,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,25.1,0,0,-0.6,-1.1,97.3,95.6
1916-11-30,23,mean,1916,Nov,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,24.6,0,0,-0.7,-1.6,96.8,93.5
1916-11-30,24,mean,1916,Nov,1917,Plane,Mackay Whitsunday Isaac,22,22.6,25.2,0,0,-0.6,-1.2,97.3,95.2
1916-11-30,25,mean,1916,Nov,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,25.7,0,0,-0.5,-0.7,97.8,97.3
1916-11-30,23,mean,1916,Nov,1917,Barron,Wet Tropics,21.9,21.6,23.7,0,80.9,0.3,-0.7,101.4,97
1916-11-30,25,mean,1916,Nov,1917,Daintree,Wet Tropics,23.2,22.9,24.7,36.7,87.3,0.3,0.3,101.3,101.2
1916-11-30,23,mean,1916,Nov,1917,Herbert,Wet Tropics,21,21.2,23.8,0,16.2,-0.2,-0.8,99.1,96.6
1916-11-30,23,mean,1916,Nov,1917,Johnstone,Wet Tropics,21.8,21.8,23.7,3.3,45.3,0,-0.7,100,97
1916-11-30,24,mean,1916,Nov,1917,Mossman,Wet Tropics,23.1,22.8,24.7,0,77.6,0.3,-0.7,101.3,97.2
1916-11-30,24,mean,1916,Nov,1917,Mulgrave,Wet Tropics,23,23,24.7,0,45.3,0,-0.7,100,97.2
1916-11-30,23,mean,1916,Nov,1917,Murray,Wet Tropics,21.9,22.3,24.4,0,3.2,-0.4,-1.4,98.2,94.3
1916-11-30,24,mean,1916,Nov,1917,Russell,Wet Tropics,22.9,22.9,24.6,6.7,51.8,0,-0.6,100,97.6
1916-11-30,23,mean,1916,Nov,1917,Tully,Wet Tropics,21.8,21.7,23.8,0,55,0.1,-0.8,100.5,96.6
1916-12-31,25,mean,1916,Dec,1917,Burdekin,Burdekin,21.2,22.4,27.4,0,0,-1.2,-2.4,94.6,91.2
1916-12-31,26,mean,1916,Dec,1917,Haughton,Burdekin,22.8,23.4,27.4,0,0,-0.6,-1.4,97.4,94.9
1916-12-31,25,mean,1916,Dec,1917,Black,Dry Tropics,22.3,23,26.7,0,0,-0.7,-1.7,97,93.6
1916-12-31,26,mean,1916,Dec,1917,Ross,Dry Tropics,23,23.7,27.4,0,0,-0.7,-1.4,97,94.9
1916-12-31,26,mean,1916,Dec,1917,Don,Mackay Whitsunday Isaac,22.4,23,27,0,3.2,-0.6,-1,97.4,96.3
1916-12-31,25,mean,1916,Dec,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,26.3,0,0,-0.6,-1.3,97.3,95.1
1916-12-31,25,mean,1916,Dec,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,25.9,0,0,-0.7,-0.9,96.8,96.5
1916-12-31,25,mean,1916,Dec,1917,Plane,Mackay Whitsunday Isaac,22,22.6,26.6,0,0,-0.6,-1.6,97.3,94
1916-12-31,26,mean,1916,Dec,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,26.9,0,0,-0.5,-0.9,97.8,96.7
1916-12-31,25,mean,1916,Dec,1917,Barron,Wet Tropics,21.9,21.6,24.9,23.3,80.9,0.3,0.1,101.4,100.4
1916-12-31,26,mean,1916,Dec,1917,Daintree,Wet Tropics,23.2,22.9,25.9,23.3,87.3,0.3,0.1,101.3,100.4
1916-12-31,24,mean,1916,Dec,1917,Herbert,Wet Tropics,21,21.2,25,0,16.2,-0.2,-1,99.1,96
1916-12-31,24,mean,1916,Dec,1917,Johnstone,Wet Tropics,21.8,21.8,24.9,0,45.3,0,-0.9,100,96.4
1916-12-31,26,mean,1916,Dec,1917,Mossman,Wet Tropics,23.1,22.8,25.8,23.3,77.6,0.3,0.2,101.3,100.8
1916-12-31,26,mean,1916,Dec,1917,Mulgrave,Wet Tropics,23,23,26,16.7,45.3,0,0,100,100
1916-12-31,25,mean,1916,Dec,1917,Murray,Wet Tropics,21.9,22.3,25.8,0,3.2,-0.4,-0.8,98.2,96.9
1916-12-31,25,mean,1916,Dec,1917,Russell,Wet Tropics,22.9,22.9,25.8,0,51.8,0,-0.8,100,96.9
1916-12-31,24,mean,1916,Dec,1917,Tully,Wet Tropics,21.8,21.7,25.1,0,55,0.1,-1.1,100.5,95.6
1917-01-31,26,mean,1917,Jan,1917,Burdekin,Burdekin,21.2,22.4,27.5,6.7,0,-1.2,-1.5,94.6,94.5
1917-01-31,26,mean,1917,Jan,1917,Haughton,Burdekin,22.8,23.4,27.6,0,0,-0.6,-1.6,97.4,94.2
1917-01-31,26,mean,1917,Jan,1917,Black,Dry Tropics,22.3,23,27,6.7,0,-0.7,-1,97,96.3
1917-01-31,26,mean,1917,Jan,1917,Ross,Dry Tropics,23,23.7,27.6,0,0,-0.7,-1.6,97,94.2
1917-01-31,26,mean,1917,Jan,1917,Don,Mackay Whitsunday Isaac,22.4,23,27.1,6.7,3.2,-0.6,-1.1,97.4,95.9
1917-01-31,26,mean,1917,Jan,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,26.8,3.3,0,-0.6,-0.8,97.3,97
1917-01-31,25,mean,1917,Jan,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,26.4,0,0,-0.7,-1.4,96.8,94.7
1917-01-31,26,mean,1917,Jan,1917,Plane,Mackay Whitsunday Isaac,22,22.6,27,0,0,-0.6,-1,97.3,96.3
1917-01-31,26,mean,1917,Jan,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,27.1,3.3,0,-0.5,-1.1,97.8,95.9
1917-01-31,25,mean,1917,Jan,1917,Barron,Wet Tropics,21.9,21.6,25.1,16.7,80.9,0.3,-0.1,101.4,99.6
1917-01-31,26,mean,1917,Jan,1917,Daintree,Wet Tropics,23.2,22.9,26.1,13.3,87.3,0.3,-0.1,101.3,99.6
1917-01-31,24,mean,1917,Jan,1917,Herbert,Wet Tropics,21,21.2,25.1,0,16.2,-0.2,-1.1,99.1,95.6
1917-01-31,25,mean,1917,Jan,1917,Johnstone,Wet Tropics,21.8,21.8,25.4,6.7,45.3,0,-0.4,100,98.4
1917-01-31,26,mean,1917,Jan,1917,Mossman,Wet Tropics,23.1,22.8,26,16.7,77.6,0.3,0,101.3,100
1917-01-31,26,mean,1917,Jan,1917,Mulgrave,Wet Tropics,23,23,26.3,10,45.3,0,-0.3,100,98.9
1917-01-31,25,mean,1917,Jan,1917,Murray,Wet Tropics,21.9,22.3,26.1,0,3.2,-0.4,-1.1,98.2,95.8
1917-01-31,26,mean,1917,Jan,1917,Russell,Wet Tropics,22.9,22.9,26.2,10,51.8,0,-0.2,100,99.2
1917-01-31,25,mean,1917,Jan,1917,Tully,Wet Tropics,21.8,21.7,25.4,6.7,55,0.1,-0.4,100.5,98.4
1917-02-28,25,mean,1917,Feb,1917,Burdekin,Burdekin,21.2,22.4,26.6,0,0,-1.2,-1.6,94.6,94
1917-02-28,26,mean,1917,Feb,1917,Haughton,Burdekin,22.8,23.4,27.1,0,0,-0.6,-1.1,97.4,95.9
1917-02-28,25,mean,1917,Feb,1917,Black,Dry Tropics,22.3,23,26.4,0,0,-0.7,-1.4,97,94.7
1917-02-28,26,mean,1917,Feb,1917,Ross,Dry Tropics,23,23.7,27.2,0,0,-0.7,-1.2,97,95.6
1917-02-28,26,mean,1917,Feb,1917,Don,Mackay Whitsunday Isaac,22.4,23,26.9,0,3.2,-0.6,-0.9,97.4,96.7
1917-02-28,26,mean,1917,Feb,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,26.4,6.7,0,-0.6,-0.4,97.3,98.5
1917-02-28,25,mean,1917,Feb,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,25.9,0,0,-0.7,-0.9,96.8,96.5
1917-02-28,26,mean,1917,Feb,1917,Plane,Mackay Whitsunday Isaac,22,22.6,26.6,3.3,0,-0.6,-0.6,97.3,97.7
1917-02-28,26,mean,1917,Feb,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,26.8,0,0,-0.5,-0.8,97.8,97
1917-02-28,25,mean,1917,Feb,1917,Barron,Wet Tropics,21.9,21.6,24.8,33.3,80.9,0.3,0.2,101.4,100.8
1917-02-28,26,mean,1917,Feb,1917,Daintree,Wet Tropics,23.2,22.9,25.7,40,87.3,0.3,0.3,101.3,101.2
1917-02-28,24,mean,1917,Feb,1917,Herbert,Wet Tropics,21,21.2,24.6,3.3,16.2,-0.2,-0.6,99.1,97.6
1917-02-28,25,mean,1917,Feb,1917,Johnstone,Wet Tropics,21.8,21.8,24.9,26.7,45.3,0,0.1,100,100.4
1917-02-28,26,mean,1917,Feb,1917,Mossman,Wet Tropics,23.1,22.8,25.8,36.7,77.6,0.3,0.2,101.3,100.8
1917-02-28,26,mean,1917,Feb,1917,Mulgrave,Wet Tropics,23,23,26,20,45.3,0,0,100,100
1917-02-28,25,mean,1917,Feb,1917,Murray,Wet Tropics,21.9,22.3,25.7,0,3.2,-0.4,-0.7,98.2,97.3
1917-02-28,26,mean,1917,Feb,1917,Russell,Wet Tropics,22.9,22.9,25.8,33.3,51.8,0,0.2,100,100.8
1917-02-28,25,mean,1917,Feb,1917,Tully,Wet Tropics,21.8,21.7,25,26.7,55,0.1,0,100.5,100
1917-03-31,24,mean,1917,Mar,1917,Burdekin,Burdekin,21.2,22.4,25.3,0,0,-1.2,-1.3,94.6,94.9
1917-03-31,25,mean,1917,Mar,1917,Haughton,Burdekin,22.8,23.4,25.8,0,0,-0.6,-0.8,97.4,96.9
1917-03-31,25,mean,1917,Mar,1917,Black,Dry Tropics,22.3,23,25.5,3.3,0,-0.7,-0.5,97,98
1917-03-31,25,mean,1917,Mar,1917,Ross,Dry Tropics,23,23.7,26.1,0,0,-0.7,-1.1,97,95.8
1917-03-31,25,mean,1917,Mar,1917,Don,Mackay Whitsunday Isaac,22.4,23,25.6,3.3,3.2,-0.6,-0.6,97.4,97.7
1917-03-31,24,mean,1917,Mar,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,25.1,0,0,-0.6,-1.1,97.3,95.6
1917-03-31,24,mean,1917,Mar,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,24.5,6.7,0,-0.7,-0.5,96.8,98
1917-03-31,25,mean,1917,Mar,1917,Plane,Mackay Whitsunday Isaac,22,22.6,25.5,6.7,0,-0.6,-0.5,97.3,98
1917-03-31,25,mean,1917,Mar,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,25.6,3.3,0,-0.5,-0.6,97.8,97.7
1917-03-31,24,mean,1917,Mar,1917,Barron,Wet Tropics,21.9,21.6,23.5,46.7,80.9,0.3,0.5,101.4,102.1
1917-03-31,25,mean,1917,Mar,1917,Daintree,Wet Tropics,23.2,22.9,24.6,40,87.3,0.3,0.4,101.3,101.6
1917-03-31,23,mean,1917,Mar,1917,Herbert,Wet Tropics,21,21.2,23.5,3.3,16.2,-0.2,-0.5,99.1,97.9
1917-03-31,24,mean,1917,Mar,1917,Johnstone,Wet Tropics,21.8,21.8,24,20,45.3,0,0,100,100
1917-03-31,25,mean,1917,Mar,1917,Mossman,Wet Tropics,23.1,22.8,24.6,40,77.6,0.3,0.4,101.3,101.6
1917-03-31,25,mean,1917,Mar,1917,Mulgrave,Wet Tropics,23,23,25,20,45.3,0,0,100,100
1917-03-31,24,mean,1917,Mar,1917,Murray,Wet Tropics,21.9,22.3,24.6,0,3.2,-0.4,-0.6,98.2,97.6
1917-03-31,25,mean,1917,Mar,1917,Russell,Wet Tropics,22.9,22.9,25,20,51.8,0,0,100,100
1917-03-31,24,mean,1917,Mar,1917,Tully,Wet Tropics,21.8,21.7,24,20,55,0.1,0,100.5,100
1917-04-30,21,mean,1917,Apr,1917,Burdekin,Burdekin,21.2,22.4,22.5,0,0,-1.2,-1.5,94.6,93.3
1917-04-30,23,mean,1917,Apr,1917,Haughton,Burdekin,22.8,23.4,24.1,0,0,-0.6,-1.1,97.4,95.4
1917-04-30,23,mean,1917,Apr,1917,Black,Dry Tropics,22.3,23,23.6,0,0,-0.7,-0.6,97,97.5
1917-04-30,23,mean,1917,Apr,1917,Ross,Dry Tropics,23,23.7,24.5,0,0,-0.7,-1.5,97,93.9
1917-04-30,23,mean,1917,Apr,1917,Don,Mackay Whitsunday Isaac,22.4,23,23.7,3.3,3.2,-0.6,-0.7,97.4,97
1917-04-30,22,mean,1917,Apr,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,23.1,0,0,-0.6,-1.1,97.3,95.2
1917-04-30,21,mean,1917,Apr,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,22.3,0,0,-0.7,-1.3,96.8,94.2
1917-04-30,23,mean,1917,Apr,1917,Plane,Mackay Whitsunday Isaac,22,22.6,23.4,10,0,-0.6,-0.4,97.3,98.3
1917-04-30,23,mean,1917,Apr,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,23.7,3.3,0,-0.5,-0.7,97.8,97
1917-04-30,22,mean,1917,Apr,1917,Barron,Wet Tropics,21.9,21.6,22,26.7,80.9,0.3,0,101.4,100
1917-04-30,23,mean,1917,Apr,1917,Daintree,Wet Tropics,23.2,22.9,23.3,10,87.3,0.3,-0.3,101.3,98.7
1917-04-30,21,mean,1917,Apr,1917,Herbert,Wet Tropics,21,21.2,21.7,3.3,16.2,-0.2,-0.7,99.1,96.8
1917-04-30,22,mean,1917,Apr,1917,Johnstone,Wet Tropics,21.8,21.8,22.2,13.3,45.3,0,-0.2,100,99.1
1917-04-30,23,mean,1917,Apr,1917,Mossman,Wet Tropics,23.1,22.8,23.2,13.3,77.6,0.3,-0.2,101.3,99.1
1917-04-30,23,mean,1917,Apr,1917,Mulgrave,Wet Tropics,23,23,23.4,10,45.3,0,-0.4,100,98.3
1917-04-30,22,mean,1917,Apr,1917,Murray,Wet Tropics,21.9,22.3,22.9,0,3.2,-0.4,-0.9,98.2,96.1
1917-04-30,23,mean,1917,Apr,1917,Russell,Wet Tropics,22.9,22.9,23.3,10,51.8,0,-0.3,100,98.7
1917-04-30,22,mean,1917,Apr,1917,Tully,Wet Tropics,21.8,21.7,22.2,13.3,55,0.1,-0.2,100.5,99.1
1917-05-31,17,mean,1917,May,1917,Burdekin,Burdekin,21.2,22.4,19.3,0,0,-1.2,-2.3,94.6,88.1
1917-05-31,20,mean,1917,May,1917,Haughton,Burdekin,22.8,23.4,21.4,3.3,0,-0.6,-1.4,97.4,93.5
1917-05-31,20,mean,1917,May,1917,Black,Dry Tropics,22.3,23,21,3.3,0,-0.7,-1,97,95.2
1917-05-31,20,mean,1917,May,1917,Ross,Dry Tropics,23,23.7,21.9,0,0,-0.7,-1.9,97,91.3
1917-05-31,19,mean,1917,May,1917,Don,Mackay Whitsunday Isaac,22.4,23,20.9,0,3.2,-0.6,-1.9,97.4,90.9
1917-05-31,18,mean,1917,May,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,20,0,0,-0.6,-2,97.3,90
1917-05-31,18,mean,1917,May,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,19.1,0,0,-0.7,-1.1,96.8,94.2
1917-05-31,19,mean,1917,May,1917,Plane,Mackay Whitsunday Isaac,22,22.6,20.3,0,0,-0.6,-1.3,97.3,93.6
1917-05-31,19,mean,1917,May,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,20.9,0,0,-0.5,-1.9,97.8,90.9
1917-05-31,20,mean,1917,May,1917,Barron,Wet Tropics,21.9,21.6,19.8,26.7,80.9,0.3,0.2,101.4,101
1917-05-31,21,mean,1917,May,1917,Daintree,Wet Tropics,23.2,22.9,21.3,6.7,87.3,0.3,-0.3,101.3,98.6
1917-05-31,19,mean,1917,May,1917,Herbert,Wet Tropics,21,21.2,19.2,13.3,16.2,-0.2,-0.2,99.1,99
1917-05-31,20,mean,1917,May,1917,Johnstone,Wet Tropics,21.8,21.8,20.1,16.7,45.3,0,-0.1,100,99.5
1917-05-31,21,mean,1917,May,1917,Mossman,Wet Tropics,23.1,22.8,21.3,6.7,77.6,0.3,-0.3,101.3,98.6
1917-05-31,21,mean,1917,May,1917,Mulgrave,Wet Tropics,23,23,21.4,6.7,45.3,0,-0.4,100,98.1
1917-05-31,20,mean,1917,May,1917,Murray,Wet Tropics,21.9,22.3,20.5,6.7,3.2,-0.4,-0.5,98.2,97.6
1917-05-31,21,mean,1917,May,1917,Russell,Wet Tropics,22.9,22.9,21.2,10,51.8,0,-0.2,100,99.1
1917-05-31,20,mean,1917,May,1917,Tully,Wet Tropics,21.8,21.7,19.9,23.3,55,0.1,0.1,100.5,100.5
1917-06-30,15,mean,1917,Jun,1917,Burdekin,Burdekin,21.2,22.4,16.6,0,0,-1.2,-1.6,94.6,90.4
1917-06-30,17,mean,1917,Jun,1917,Haughton,Burdekin,22.8,23.4,19.1,0,0,-0.6,-2.1,97.4,89
1917-06-30,17,mean,1917,Jun,1917,Black,Dry Tropics,22.3,23,18.9,0,0,-0.7,-1.9,97,89.9
1917-06-30,18,mean,1917,Jun,1917,Ross,Dry Tropics,23,23.7,19.6,0,0,-0.7,-1.6,97,91.8
1917-06-30,17,mean,1917,Jun,1917,Don,Mackay Whitsunday Isaac,22.4,23,18.5,3.3,3.2,-0.6,-1.5,97.4,91.9
1917-06-30,16,mean,1917,Jun,1917,O'Connell,Mackay Whitsunday Isaac,21.8,22.4,17.9,0,0,-0.6,-1.9,97.3,89.4
1917-06-30,15,mean,1917,Jun,1917,Pioneer,Mackay Whitsunday Isaac,21,21.7,16.9,0,0,-0.7,-1.9,96.8,88.8
1917-06-30,17,mean,1917,Jun,1917,Plane,Mackay Whitsunday Isaac,22,22.6,18.1,3.3,0,-0.6,-1.1,97.3,93.9
1917-06-30,17,mean,1917,Jun,1917,Proserpine,Mackay Whitsunday Isaac,22.5,23,18.8,0,0,-0.5,-1.8,97.8,90.4
1917-06-30,18,mean,1917,Jun,1917,Barron,Wet Tropics,21.9,21.6,18.5,6.7,80.9,0.3,-0.5,101.4,97.3
1917-06-30,19,mean,1917,Jun,1917,Daintree,Wet Tropics,23.2,22.9,19.7,0,87.3,0.3,-0.7,101.3,96.4
1917-06-30,16,mean,1917,Jun,1917,Herbert,Wet Tropics,21,21.2,17.3,0,16.2,-0.2,-1.3,99.1,92.5
